text	language,clean_text,text_length
wan bedo e field	luo,wan bedo e field luo,20
music en gi teko	luo,music en gi teko luo,20
an gi tich e school	luo,an gi tich e school luo,23
wan bedo e market	luo,wan bedo e market luo,21
wan bedo e field	luo,wan bedo e field luo,20
aora ber job	luo,aora ber job luo,16
game en maber	luo,game en maber luo,17
adhi center kiny	luo,adhi center kiny luo,20
waneno e office	luo,waneno e office luo,19
adhi tich e center	luo,adhi tich e center luo,22
aora ber base	luo,aora ber base luo,17
wan gi idea maber	luo,wan gi idea maber luo,21
adhi tich e kibanda	luo,adhi tich e kibanda luo,23
an gi tich e base	luo,an gi tich e base luo,21
wan dhi center koro	luo,wan dhi center koro luo,23
adhi office kiny	luo,adhi office kiny luo,20
adhi tich e kibanda	luo,adhi tich e kibanda luo,23
kitu en maber	luo,kitu en maber luo,17
wan gi story maber	luo,wan gi story maber luo,22
wan bedo e school	luo,wan bedo e school luo,21
an gi tich e base	luo,an gi tich e base luo,21
wan bedo e kibanda	luo,wan bedo e kibanda luo,22
food en gi teko	luo,food en gi teko luo,19
an gi tich e town	luo,an gi tich e town luo,21
an gi tich e kibanda	luo,an gi tich e kibanda luo,24
an gi tich e base	luo,an gi tich e base luo,21
idea en maber	luo,idea en maber luo,17
story en maber	luo,story en maber luo,18
adhi tich e school	luo,adhi tich e school luo,22
an gi tich e base	luo,an gi tich e base luo,21
wan bedo e market	luo,wan bedo e market luo,21
wan gi party maber	luo,wan gi party maber luo,22
wan gi party maber	luo,wan gi party maber luo,22
adhi tich e center	luo,adhi tich e center luo,22
music en gi teko	luo,music en gi teko luo,20
wan dhi town koro	luo,wan dhi town koro luo,21
adhi kibanda kiny	luo,adhi kibanda kiny luo,21
music en maber	luo,music en maber luo,18
an gi tich e job	luo,an gi tich e job luo,20
aora ber field	luo,aora ber field luo,18
waneno e school	luo,waneno e school luo,19
waneno e kibanda	luo,waneno e kibanda luo,20
movie en gi teko	luo,movie en gi teko luo,20
wan bedo e base	luo,wan bedo e base luo,19
an gi tich e kibanda	luo,an gi tich e kibanda luo,24
wan dhi base koro	luo,wan dhi base koro luo,21
food en maber	luo,food en maber luo,17
kazi en gi teko	luo,kazi en gi teko luo,19
food en gi teko	luo,food en gi teko luo,19
wan bedo e field	luo,wan bedo e field luo,20
wan gi story maber	luo,wan gi story maber luo,22
aora ber field	luo,aora ber field luo,18
adhi office kiny	luo,adhi office kiny luo,20
wan dhi field koro	luo,wan dhi field koro luo,22
adhi tich e center	luo,adhi tich e center luo,22
wan dhi market koro	luo,wan dhi market koro luo,23
movie en maber	luo,movie en maber luo,18
wan gi music maber	luo,wan gi music maber luo,22
an gi tich e office	luo,an gi tich e office luo,23
movie en gi teko	luo,movie en gi teko luo,20
story en gi teko	luo,story en gi teko luo,20
aora ber soko	luo,aora ber soko luo,17
an gi tich e office	luo,an gi tich e office luo,23
adhi tich e field	luo,adhi tich e field luo,21
adhi tich e base	luo,adhi tich e base luo,20
an gi tich e base	luo,an gi tich e base luo,21
an gi tich e soko	luo,an gi tich e soko luo,21
wan bedo e school	luo,wan bedo e school luo,21
wan bedo e kibanda	luo,wan bedo e kibanda luo,22
aora ber office	luo,aora ber office luo,19
wan dhi soko koro	luo,wan dhi soko koro luo,21
aora ber job	luo,aora ber job luo,16
an gi tich e school	luo,an gi tich e school luo,23
waneno e office	luo,waneno e office luo,19
wan bedo e base	luo,wan bedo e base luo,19
wan gi kazi maber	luo,wan gi kazi maber luo,21
wan bedo e town	luo,wan bedo e town luo,19
wan dhi soko koro	luo,wan dhi soko koro luo,21
wan dhi kibanda koro	luo,wan dhi kibanda koro luo,24
wan dhi kibanda koro	luo,wan dhi kibanda koro luo,24
waneno e center	luo,waneno e center luo,19
adhi tich e town	luo,adhi tich e town luo,20
wan gi chakula maber	luo,wan gi chakula maber luo,24
party en gi teko	luo,party en gi teko luo,20
wan gi food maber	luo,wan gi food maber luo,21
wan dhi field koro	luo,wan dhi field koro luo,22
adhi office kiny	luo,adhi office kiny luo,20
wan dhi job koro	luo,wan dhi job koro luo,20
an gi tich e center	luo,an gi tich e center luo,23
waneno e town	luo,waneno e town luo,17
wan dhi soko koro	luo,wan dhi soko koro luo,21
an gi tich e town	luo,an gi tich e town luo,21
wan bedo e field	luo,wan bedo e field luo,20
kazi en maber	luo,kazi en maber luo,17
waneno e base	luo,waneno e base luo,17
adhi field kiny	luo,adhi field kiny luo,19
aora ber market	luo,aora ber market luo,19
waneno e market	luo,waneno e market luo,19
adhi office kiny	luo,adhi office kiny luo,20
adhi market kiny	luo,adhi market kiny luo,20
chakula en gi teko	luo,chakula en gi teko luo,22
wan bedo e school	luo,wan bedo e school luo,21
wan bedo e base	luo,wan bedo e base luo,19
aora ber soko	luo,aora ber soko luo,17
wan bedo e town	luo,wan bedo e town luo,19
adhi tich e office	luo,adhi tich e office luo,22
wan dhi town koro	luo,wan dhi town koro luo,21
food en maber	luo,food en maber luo,17
wan dhi school koro	luo,wan dhi school koro luo,23
waneno e job	luo,waneno e job luo,16
food en gi teko	luo,food en gi teko luo,19
music en gi teko	luo,music en gi teko luo,20
adhi tich e job	luo,adhi tich e job luo,19
wan gi music maber	luo,wan gi music maber luo,22
an gi tich e center	luo,an gi tich e center luo,23
wan bedo e office	luo,wan bedo e office luo,21
food en gi teko	luo,food en gi teko luo,19
an gi tich e office	luo,an gi tich e office luo,23
waneno e kibanda	luo,waneno e kibanda luo,20
wan bedo e soko	luo,wan bedo e soko luo,19
waneno e field	luo,waneno e field luo,18
movie en gi teko	luo,movie en gi teko luo,20
food en maber	luo,food en maber luo,17
waneno e market	luo,waneno e market luo,19
wan bedo e center	luo,wan bedo e center luo,21
wan bedo e town	luo,wan bedo e town luo,19
adhi field kiny	luo,adhi field kiny luo,19
game en gi teko	luo,game en gi teko luo,19
wan gi chakula maber	luo,wan gi chakula maber luo,24
an gi tich e center	luo,an gi tich e center luo,23
adhi tich e base	luo,adhi tich e base luo,20
an gi tich e office	luo,an gi tich e office luo,23
an gi tich e job	luo,an gi tich e job luo,20
music en gi teko	luo,music en gi teko luo,20
game en gi teko	luo,game en gi teko luo,19
wan gi idea maber	luo,wan gi idea maber luo,21
adhi town kiny	luo,adhi town kiny luo,18
wan gi kazi maber	luo,wan gi kazi maber luo,21
waneno e town	luo,waneno e town luo,17
an gi tich e job	luo,an gi tich e job luo,20
aora ber center	luo,aora ber center luo,19
waneno e market	luo,waneno e market luo,19
wan bedo e market	luo,wan bedo e market luo,21
wan gi kitu maber	luo,wan gi kitu maber luo,21
waneno e market	luo,waneno e market luo,19
an gi tich e town	luo,an gi tich e town luo,21
wan bedo e soko	luo,wan bedo e soko luo,19
party en maber	luo,party en maber luo,18
adhi job kiny	luo,adhi job kiny luo,17
an gi tich e town	luo,an gi tich e town luo,21
waneno e center	luo,waneno e center luo,19
an gi tich e town	luo,an gi tich e town luo,21
waneno e job	luo,waneno e job luo,16
game en gi teko	luo,game en gi teko luo,19
adhi school kiny	luo,adhi school kiny luo,20
aora ber market	luo,aora ber market luo,19
wan bedo e kibanda	luo,wan bedo e kibanda luo,22
kazi en maber	luo,kazi en maber luo,17
aora ber job	luo,aora ber job luo,16
waneno e kibanda	luo,waneno e kibanda luo,20
adhi tich e center	luo,adhi tich e center luo,22
waneno e base	luo,waneno e base luo,17
adhi tich e field	luo,adhi tich e field luo,21
aora ber job	luo,aora ber job luo,16
party en gi teko	luo,party en gi teko luo,20
waneno e office	luo,waneno e office luo,19
adhi market kiny	luo,adhi market kiny luo,20
waneno e center	luo,waneno e center luo,19
story en maber	luo,story en maber luo,18
an gi tich e center	luo,an gi tich e center luo,23
aora ber town	luo,aora ber town luo,17
wan gi idea maber	luo,wan gi idea maber luo,21
an gi tich e soko	luo,an gi tich e soko luo,21
waneno e office	luo,waneno e office luo,19
chakula en maber	luo,chakula en maber luo,20
an gi tich e town	luo,an gi tich e town luo,21
party en gi teko	luo,party en gi teko luo,20
wan dhi market koro	luo,wan dhi market koro luo,23
movie en maber	luo,movie en maber luo,18
party en maber	luo,party en maber luo,18
adhi tich e office	luo,adhi tich e office luo,22
adhi tich e market	luo,adhi tich e market luo,22
an gi tich e field	luo,an gi tich e field luo,22
movie en gi teko	luo,movie en gi teko luo,20
wan dhi field koro	luo,wan dhi field koro luo,22
chakula en maber	luo,chakula en maber luo,20
movie en gi teko	luo,movie en gi teko luo,20
wan bedo e school	luo,wan bedo e school luo,21
adhi tich e kibanda	luo,adhi tich e kibanda luo,23
adhi kibanda kiny	luo,adhi kibanda kiny luo,21
kitu en maber	luo,kitu en maber luo,17
food en gi teko	luo,food en gi teko luo,19
aora ber kibanda	luo,aora ber kibanda luo,20
wan dhi field koro	luo,wan dhi field koro luo,22
wan bedo e job	luo,wan bedo e job luo,18
adhi tich e center	luo,adhi tich e center luo,22
waneno e kibanda	luo,waneno e kibanda luo,20
an gi tich e office	luo,an gi tich e office luo,23
music en maber	luo,music en maber luo,18
kitu en maber	luo,kitu en maber luo,17
adhi center kiny	luo,adhi center kiny luo,20
aora ber market	luo,aora ber market luo,19
music en gi teko	luo,music en gi teko luo,20
an gi tich e town	luo,an gi tich e town luo,21
adhi tich e soko	luo,adhi tich e soko luo,20
wan gi chakula maber	luo,wan gi chakula maber luo,24
adhi tich e market	luo,adhi tich e market luo,22
aora ber school	luo,aora ber school luo,19
adhi tich e school	luo,adhi tich e school luo,22
waneno e market	luo,waneno e market luo,19
an gi tich e market	luo,an gi tich e market luo,23
wan dhi kibanda koro	luo,wan dhi kibanda koro luo,24
wan dhi office koro	luo,wan dhi office koro luo,23
food en gi teko	luo,food en gi teko luo,19
adhi tich e field	luo,adhi tich e field luo,21
aora ber town	luo,aora ber town luo,17
an gi tich e soko	luo,an gi tich e soko luo,21
aora ber center	luo,aora ber center luo,19
wan dhi job koro	luo,wan dhi job koro luo,20
game en gi teko	luo,game en gi teko luo,19
chakula en gi teko	luo,chakula en gi teko luo,22
adhi job kiny	luo,adhi job kiny luo,17
aora ber field	luo,aora ber field luo,18
wan bedo e office	luo,wan bedo e office luo,21
wan gi food maber	luo,wan gi food maber luo,21
story en maber	luo,story en maber luo,18
adhi tich e center	luo,adhi tich e center luo,22
adhi tich e office	luo,adhi tich e office luo,22
adhi tich e center	luo,adhi tich e center luo,22
an gi tich e kibanda	luo,an gi tich e kibanda luo,24
aora ber soko	luo,aora ber soko luo,17
wan gi party maber	luo,wan gi party maber luo,22
wan dhi center koro	luo,wan dhi center koro luo,23
an gi tich e base	luo,an gi tich e base luo,21
adhi soko kiny	luo,adhi soko kiny luo,18
wan bedo e soko	luo,wan bedo e soko luo,19
wan bedo e town	luo,wan bedo e town luo,19
waneno e field	luo,waneno e field luo,18
waneno e market	luo,waneno e market luo,19
adhi tich e kibanda	luo,adhi tich e kibanda luo,23
adhi center kiny	luo,adhi center kiny luo,20
adhi tich e soko	luo,adhi tich e soko luo,20
adhi town kiny	luo,adhi town kiny luo,18
wan bedo e office	luo,wan bedo e office luo,21
wan dhi school koro	luo,wan dhi school koro luo,23
idea en maber	luo,idea en maber luo,17
adhi tich e field	luo,adhi tich e field luo,21
party en gi teko	luo,party en gi teko luo,20
wan bedo e center	luo,wan bedo e center luo,21
chakula en gi teko	luo,chakula en gi teko luo,22
wan dhi job koro	luo,wan dhi job koro luo,20
wan gi food maber	luo,wan gi food maber luo,21
story en gi teko	luo,story en gi teko luo,20
waneno e center	luo,waneno e center luo,19
game en gi teko	luo,game en gi teko luo,19
kazi en maber	luo,kazi en maber luo,17
adhi tich e town	luo,adhi tich e town luo,20
food en maber	luo,food en maber luo,17
adhi market kiny	luo,adhi market kiny luo,20
adhi school kiny	luo,adhi school kiny luo,20
wan gi chakula maber	luo,wan gi chakula maber luo,24
waneno e market	luo,waneno e market luo,19
wan dhi job koro	luo,wan dhi job koro luo,20
wan gi music maber	luo,wan gi music maber luo,22
adhi base kiny	luo,adhi base kiny luo,18
adhi tich e job	luo,adhi tich e job luo,19
aora ber job	luo,aora ber job luo,16
an gi tich e field	luo,an gi tich e field luo,22
wan bedo e town	luo,wan bedo e town luo,19
wan bedo e center	luo,wan bedo e center luo,21
aora ber town	luo,aora ber town luo,17
aora ber center	luo,aora ber center luo,19
waneno e job	luo,waneno e job luo,16
waneno e center	luo,waneno e center luo,19
aora ber town	luo,aora ber town luo,17
adhi school kiny	luo,adhi school kiny luo,20
kitu en maber	luo,kitu en maber luo,17
waneno e market	luo,waneno e market luo,19
waneno e kibanda	luo,waneno e kibanda luo,20
waneno e market	luo,waneno e market luo,19
aora ber job	luo,aora ber job luo,16
aora ber school	luo,aora ber school luo,19
wan gi party maber	luo,wan gi party maber luo,22
movie en maber	luo,movie en maber luo,18
wan dhi job koro	luo,wan dhi job koro luo,20
